Performance da campanha
1 de janeiro de 2026 - 25 de agosto de 2026
Campanha,Estado da campanha,Tipo de campanha,Código da moeda,Orçamento,Data/hora de início da campanha,Estratégia de lances da campanha,ID da campanha,Dia,Cliques,Impr.,CTR,CPC méd.,Custo,Conversões,Conv. de visualização,Custo / conv.,Taxa de conv.,Ligações telefônicas,Resultados,Todas as conv.,Conv. em disp. diferentes
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-06-08,4,183,"2,19%","0,42","1,67","0,00",0,0,"0,00%",0,"Engajamento: 6,00; Visualização de página: 2,00","8,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-01-06,3,65,"4,62%","0,91","2,74","1,00",0,"2,74","33,33%",0,"Engajamento: 1,00; Ver rotas: 1,00","2,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-02-25,3,112,"2,68%","0,83","2,49","0,00",0,0,"0,00%",0,"Ver rotas: 2,00","2,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-02-26,3,116,"2,59%","0,25","0,76","0,00",0,0,"0,00%",0,"Engajamento: 6,00","6,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-03-06,3,154,"1,95%","0,62","1,86","0,00",0,0,"0,00%",0,"Engajamento: 16,00","16,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-03-09,3,131,"2,29%","0,11","0,34","0,00",0,0,"0,00%",0,"Engajamento: 2,00","2,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-03-20,3,73,"4,11%","0,07","0,20","0,00",0,0,"0,00%",0,"Engajamento: 11,00","11,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-03-25,3,78,"3,85%","0,39","1,18","0,00",0,0,"0,00%",0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-04-06,3,154,"1,95%","0,21","0,62","0,00",0,0,"0,00%",0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-04-28,3,229,"1,31%","0,55","1,66","0,00",0,0,"0,00%",0,"Engajamento: 5,00","5,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-05-12,3,134,"2,24%","0,56","1,67","0,00",0,0,"0,00%",0,"Engajamento: 4,00; Visualização de página: 1,00","5,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-05-26,3,194,"1,55%","0,34","1,02","0,00",0,0,"0,00%",0,"Ver rotas: 1,00","1,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-06-09,3,153,"1,96%","0,95","2,84","1,00",0,"2,84","33,33%",0,"Contato: 1,00; Visualização de página: 1,00","2,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-06-21,3,5,"60,00%","0,19","0,56","0,00",0,0,"0,00%",0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-07-22,3,150,"2,00%","0,27","0,82","0,00",0,0,"0,00%",0,"Engajamento: 6,00","6,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-07-23,3,231,"1,30%","0,32","0,95","0,00",0,0,"0,00%",0,"Engajamento: 6,00","6,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-07-24,3,201,"1,49%","0,27","0,81","0,00",0,0,"0,00%",0,"Engajamento: 12,00","12,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-07-28,3,166,"1,81%","0,38","1,15","0,00",0,0,"0,00%",0,"Engajamento: 5,00","5,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-08-16,3,78,"3,85%","0,14","0,41","0,00",0,0,"0,00%",0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-08-21,3,151,"1,99%","0,36","1,08","0,00",0,0,"0,00%",0,"Engajamento: 1,00","1,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-08-23,3,61,"4,92%","0,11","0,34","0,00",0,0,"0,00%",0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-08-25,3,122,"2,46%","0,81","2,44","0,00",0,0,"0,00%",0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-01-01,2,26,"7,69%","1,30","2,59","1,00",0,"2,59","50,00%",0,"Engajamento: 2,00; Ver rotas: 1,00","3,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-01-14,2,59,"3,39%","0,20","0,39","0,00",0,0,"0,00%",0,"Ver rotas: 2,00","2,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-02-24,2,141,"1,42%","0,29","0,58","0,00",0,0,"0,00%",0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-05-10,2,74,"2,70%","0,19","0,38","0,00",0,0,"0,00%",0,"Engajamento: 5,00; Visualização de página: 1,00","6,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-05-13,2,158,"1,27%","0,09","0,19","0,00",0,0,"0,00%",0,"Engajamento: 1,00","1,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-05-22,2,156,"1,28%","0,02","0,05","0,00",0,0,"0,00%",0,"Engajamento: 9,00; Visualização de página: 1,00","10,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-05-29,2,235,"0,85%","0,31","0,61","0,00",0,0,"0,00%",0,"Engajamento: 1,00","1,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-06-05,2,276,"0,72%","0,51","1,02","0,00",0,0,"0,00%",0,"Engajamento: 3,00","3,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-06-29,2,28,"7,14%","0,22","0,44","0,00",0,0,"0,00%",0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-08-01,2,163,"1,23%","0,23","0,46","0,00",0,0,"0,00%",0,"Engajamento: 1,00; Ver rotas: 2,00","3,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-08-24,2,129,"1,55%","0,17","0,34","0,00",0,0,"0,00%",0,"Engajamento: 7,00","7,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-04-08,1,154,"0,65%","0,19","0,19","0,00",0,0,"0,00%",0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-04-21,1,127,"0,79%","0,77","0,77","0,00",0,0,"0,00%",0,"Engajamento: 2,00","2,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-05-14,1,119,"0,84%","0,19","0,19","0,00",0,0,"0,00%",0,"Engajamento: 8,00","8,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-05-24,1,87,"1,15%","0,23","0,23","0,00",0,0,"0,00%",0,"Engajamento: 2,00; Ver rotas: 1,00","3,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-06-14,1,4,"25,00%","0,21","0,21","0,00",0,0,"0,00%",0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-06-16,1,7,"14,29%","0,18","0,18","0,00",0,0,"0,00%",0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-06-20,1,4,"25,00%","0,68","0,68","0,00",0,0,"0,00%",0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-07-03,1,10,"10,00%","0,01","0,01","0,00",0,0,"0,00%",0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-07-06,1,35,"2,86%","0,18","0,18","0,00",0,0,"0,00%",0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-07-13,1,8,"12,50%","0,25","0,25","0,00",0,0,"0,00%",0,"Contato: 1,00","1,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-07-16,1,4,"25,00%","0,18","0,18","0,00",0,0,"0,00%",0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-08-09,1,72,"1,39%","0,00","0,00","0,00",0,0,"0,00%",0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-01-13,0,23,"0,00%",0,"0,00","0,00",0,0,0,0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-03-19,0,51,"0,00%",0,"0,00","0,00",0,0,0,0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-03-26,0,95,"0,00%",0,"0,01","0,00",0,0,0,0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-04-02,0,163,"0,00%",0,"0,00","0,00",0,0,0,0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-06-10,0,134,"0,00%",0,"0,00","0,00",0,0,0,0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-06-11,0,1,"0,00%",0,"0,00","0,00",0,0,0,0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-06-12,0,10,"0,00%",0,"0,00","0,00",0,0,0,0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-06-15,0,8,"0,00%",0,"0,00","0,00",0,0,0,0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-06-17,0,3,"0,00%",0,"0,00","0,00",0,0,0,0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-06-18,0,6,"0,00%",0,"0,00","0,00",0,0,0,0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-06-19,0,2,"0,00%",0,"0,00","0,00",0,0,0,0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-06-22,0,3,"0,00%",0,"0,00","0,00",0,0,0,0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-06-23,0,8,"0,00%",0,"0,02","0,00",0,0,"0,00%",0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-06-24,0,6,"0,00%",0,"0,00","0,00",0,0,0,0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-06-25,0,4,"0,00%",0,"0,00","0,00",0,0,0,0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-06-26,0,1,"0,00%",0,"0,00","0,00",0,0,0,0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-06-27,0,1,"0,00%",0,"0,00","0,00",0,0,0,0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-06-28,0,1,"0,00%",0,"0,00","0,00",0,0,0,0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-06-30,0,17,"0,00%",0,"0,37","0,00",0,0,"0,00%",0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-07-01,0,2,"0,00%",0,"0,00","0,00",0,0,0,0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-07-02,0,5,"0,00%",0,"0,00","0,00",0,0,0,0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-07-04,0,10,"0,00%",0,"0,07","0,00",0,0,"0,00%",0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-07-07,0,38,"0,00%",0,"0,10","0,00",0,0,"0,00%",0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-07-08,0,31,"0,00%",0,"0,39","0,00",0,0,"0,00%",0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-07-09,0,3,"0,00%",0,"0,00","0,00",0,0,0,0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-07-10,0,6,"0,00%",0,"0,00","0,00",0,0,0,0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-07-11,0,5,"0,00%",0,"0,00","0,00",0,0,0,0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-07-12,0,2,"0,00%",0,"0,00","0,00",0,0,0,0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-07-14,0,2,"0,00%",0,"0,00","0,00",0,0,0,0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-07-17,0,2,"0,00%",0,"0,00","0,00",0,0,0,0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-07-18,0,15,"0,00%",0,"0,00","0,00",0,0,0,0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-07-19,0,23,"0,00%",0,"0,00","0,00",0,0,0,0,0,"0,00","0,00"
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_BARBEARIA_SP.CAPITAL,Ativada,Performance Max,BRL,"11,00",4 de abr. de 2024, --,21149189736,2026-08-02,0,101,"0,00%",0,"0,00","0,00",0,0,0,0,0,"0,00","0,00"
